index,num_words,num_different_forms,num_different_forms_incidence,num_words_with_punct,num_paragraphs,num_paragraphs_incidence,num_sentences,num_sentences_incidence,sentences_per_paragraph_mean,sentences_per_paragraph_std,sentences_length_mean,sentences_length_std,sentences_length_no_stopwords_mean,sentences_length_no_stopwords_std,num_syllables_words_mean,num_syllables_words_std,words_length_mean,words_length_std,words_length_no_stopwords_mean,words_length_no_stopwords_std,lemmas_length_mean,lemmas_length_std,lexical_density,noun_density,verb_density,adj_density,adv_density,simple_ttr,content_ttr,nttr,vttr,adj_ttr,adv_ttr,lemma_ttr,lemma_content_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,honore,maas,mtld,flesch,min_wf_per_sentence,num_rare_nouns,num_rare_nouns_incidence,num_rare_adj,num_rare_adj_incidence,num_rare_verbs,num_rare_verbs_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_words,num_rare_words_incidence,num_dif_rare_words,num_dif_rare_words_incidence,mean_rare,mean_distinct_rare,num_lexic_words,num_lexic_words_incidence,num_noun,num_noun_incidence,num_proper_noun,num_proper_noun_incidence,ratio_proper_nouns_per_nouns,num_adj,num_adj_incidence,num_adv,num_adv_incidence,num_verb,num_verb_incidence,num_past,num_past_incidence,num_pres,num_pres_incidence,num_indic,num_indic_incidence,num_impera,num_impera_incidence,num_past_irregular,num_past_irregular_incidence,num_past_irregular_mean,num_personal_pronouns,num_personal_pronouns_incidence,num_first_pers_pron,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron,num_third_pers_pron_incidence,left_embeddedness,num_decendents_noun_phrase,num_modifiers_noun_phrase,mean_depth_per_sentence,num_subord,num_subord_incidence,num_punct_marks_per_sentence,num_total_prop,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,num_neg,negation_incidence,num_ger,gerund_incidence,num_inf,infinitive_incidence,polysemic_index,hypernymy_verbs_index,hypernymy_nouns_index,hypernymy_index,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives,all_connectives_incidence,causal_connectives,causal_connectives_incidence,temporal_connectives,temporal_connectives_incidence,conditional_connectives,conditional_connectives_incidence,logical_connectives,logical_connectives_incidence,adversative_connectives,adversative_connectives_incidence
12854,159.0,103,647.7987,173.0,1,6.2893,7.0,44.0252,7.0,0.0,22.7143,4.1991,7.2857,1.3851,1.7547,0.8667,4.0503,2.2925,6.2157,1.9129,3.7862,2.0447,0.4591,0.1887,0.1824,0.0252,0.0629,0.6478,0.8497,0.8333,0.9655,1.0,0.6,0.6289,0.8069,0.8,0.8276,1.0,0.6,944.7663,0.0465,72.6635,78.3884,1.8614,6.0,37.7358,1.0,6.2893,7.0,44.0252,0.0,0.0,14.0,88.0503,14.0,88.0503,19.1781,22.2222,73.0,459.1195,30.0,188.6792,0.0,0.0,0.0,4.0,25.1572,10.0,62.8931,29.0,182.3899,11.0,69.1824,6.0,37.7358,19.0,119.4969,0.0,0.0,6.0,37.7358,0.5455,17.0,106.9182,14.0,88.0503,11.0,69.1824,3.0,18.8679,2.8571,1.7451,1.098,6.8571,17.0,106.9182,2.0,31.0,4.4286,4.1429,7.2857,320.7547,182.3899,5.0,31.4465,1.0,6.2893,6.0,37.7358,4.25,2.125,8.0,6.3793,0.3333,0.2381,0.5,0.4762,0.3333,0.2381,0.0461,0.0416,0.04,0.0367,17.0,106.9182,5.0,31.4465,1.0,6.2893,1.0,6.2893,5.0,31.4465,5.0,31.4465
12855,328.0,176,536.5854,364.0,1,3.0488,8.0,24.3902,8.0,0.0,41.0,27.2489,14.5,10.3803,1.8659,0.991,4.4334,2.5688,6.9741,2.1474,4.2477,2.4088,0.4512,0.2073,0.1463,0.0396,0.0579,0.5366,0.8435,0.7941,0.8958,1.0,0.6842,0.5793,0.7997,0.7647,0.75,1.0,0.6842,922.4871,0.0536,91.2217,53.0688,2.6712,10.0,30.4878,4.0,12.1951,19.0,57.9268,0.0,0.0,33.0,100.6098,28.0,85.3659,22.2973,22.9508,148.0,451.2195,68.0,207.3171,6.0,18.2927,0.0811,13.0,39.6341,19.0,57.9268,48.0,146.3415,14.0,42.6829,12.0,36.5854,29.0,88.4146,0.0,0.0,4.0,12.1951,0.2857,21.0,64.0244,16.0,48.7805,14.0,42.6829,3.0,9.1463,2.625,1.699,1.2816,8.125,34.0,103.6585,4.5,54.0,6.75,6.0,12.875,314.0244,146.3415,3.0,9.1463,2.0,6.0976,15.0,45.7317,4.7895,3.0,7.8409,6.55,0.2857,0.3214,0.5714,0.6071,0.2857,0.3214,0.0112,0.0177,0.0138,0.0206,25.0,76.2195,5.0,15.2439,0.0,0.0,2.0,6.0976,14.0,42.6829,4.0,12.1951
12856,140.0,95,678.5714,169.0,1,7.1429,6.0,42.8571,6.0,0.0,23.3333,8.0346,7.8333,2.3393,1.9571,1.0547,4.7007,2.7376,6.9787,1.7804,4.6496,2.5789,0.5714,0.2,0.15,0.0857,0.1357,0.6786,0.8318,0.9286,0.7143,1.0,0.6842,0.7357,0.774,0.8929,0.5714,1.0,0.6316,970.8674,0.0431,119.572,65.6114,2.0367,7.0,50.0,6.0,42.8571,3.0,21.4286,1.0,7.1429,17.0,121.4286,17.0,121.4286,21.25,25.7576,80.0,571.4286,28.0,200.0,2.0,14.2857,0.0667,12.0,85.7143,19.0,135.7143,21.0,150.0,1.0,7.1429,16.0,114.2857,17.0,121.4286,0.0,0.0,1.0,7.1429,1.0,10.0,71.4286,6.0,42.8571,5.0,35.7143,3.0,21.4286,2.5,1.4048,1.119,6.0,12.0,85.7143,4.8333,28.0,4.6667,3.5,7.0,300.0,150.0,1.0,7.1429,2.0,14.2857,2.0,14.2857,3.6923,1.0,7.75,6.6842,0.0,0.1333,0.2,0.2,0.0,0.1333,0.0445,0.0176,0.05,0.0308,18.0,128.5714,1.0,7.1429,3.0,21.4286,0.0,0.0,11.0,78.5714,3.0,21.4286
12857,292.0,157,537.6712,306.0,1,3.4247,4.0,13.6986,4.0,0.0,73.0,52.9386,25.25,19.8793,1.8356,1.0824,4.4648,2.7837,7.0891,2.6629,4.2923,2.6502,0.4795,0.2021,0.1267,0.0719,0.0788,0.5377,0.7991,0.8305,0.8919,0.9524,0.5217,0.5788,0.7619,0.7627,0.8108,0.9524,0.5217,823.5428,0.0559,100.0918,22.243,2.2725,11.0,37.6712,8.0,27.3973,10.0,34.2466,1.0,3.4247,30.0,102.7397,28.0,95.8904,21.4286,24.7788,140.0,479.4521,59.0,202.0548,2.0,6.8493,0.0328,21.0,71.9178,23.0,78.7671,37.0,126.7123,6.0,20.5479,18.0,61.6438,21.0,71.9178,0.0,0.0,1.0,3.4247,0.1667,23.0,78.7671,14.0,47.9452,10.0,34.2466,7.0,23.9726,3.75,1.4253,1.2299,10.75,27.0,92.4658,3.5,40.0,10.0,9.25,21.75,297.9452,126.7123,6.0,20.5479,0.0,0.0,10.0,34.2466,4.8158,3.25,8.2045,7.1429,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.0481,0.0245,0.0423,0.0232,20.0,68.4932,9.0,30.8219,2.0,6.8493,0.0,0.0,6.0,20.5479,3.0,10.274
12858,93.0,64,688.172,112.0,1,10.7527,6.0,64.5161,6.0,0.0,15.5,7.6103,5.6667,3.6362,1.8925,0.8609,4.3118,2.1552,6.0,1.6088,4.2043,1.9976,0.5269,0.2043,0.1828,0.0753,0.0645,0.6882,0.7914,0.8421,0.8235,1.0,0.5,0.7957,0.7341,0.7895,0.6471,1.0,0.5,599.9186,0.0498,77.4813,77.4816,1.5583,4.0,43.0108,3.0,32.2581,3.0,32.2581,0.0,0.0,10.0,107.5269,9.0,96.7742,20.4082,23.0769,49.0,526.8817,19.0,204.3011,1.0,10.7527,0.05,7.0,75.2688,6.0,64.5161,17.0,182.7957,1.0,10.7527,4.0,43.0108,10.0,107.5269,0.0,0.0,1.0,10.7527,1.0,11.0,118.2796,9.0,96.7742,8.0,86.0215,2.0,21.5054,2.6667,1.0714,0.9643,4.3333,8.0,86.0215,3.1667,17.0,2.8333,2.8333,4.6667,301.0753,182.7957,3.0,32.2581,3.0,32.2581,4.0,43.0108,4.8846,1.6,7.9231,6.1667,0.2,0.2,0.4,0.4667,0.2,0.2667,0.01,0.02,0.0288,0.0401,6.0,64.5161,2.0,21.5054,1.0,10.7527,0.0,0.0,3.0,32.2581,0.0,0.0
12859,153.0,85,555.5556,170.0,1,6.5359,5.0,32.6797,5.0,0.0,30.6,29.0833,9.8,10.3808,1.7386,0.9343,4.0068,2.4007,6.5306,2.1295,3.9527,2.2431,0.4183,0.1699,0.1373,0.0523,0.0588,0.5556,0.7213,0.6154,0.7143,1.0,0.5556,0.6078,0.6664,0.5385,0.5714,1.0,0.5556,562.7236,0.0686,57.1321,71.3143,3.762,10.0,65.3595,1.0,6.5359,4.0,26.1438,0.0,0.0,15.0,98.0392,8.0,52.2876,23.4375,18.1818,64.0,418.3007,26.0,169.9346,7.0,45.7516,0.2121,8.0,52.2876,9.0,58.8235,21.0,137.2549,7.0,45.7516,11.0,71.8954,11.0,71.8954,0.0,0.0,1.0,6.5359,0.1429,16.0,104.5752,12.0,78.4314,9.0,58.8235,4.0,26.1438,3.0,1.2955,1.0227,5.6,14.0,91.5033,3.4,28.0,5.6,4.2,8.8,287.5817,137.2549,2.0,13.0719,0.0,0.0,3.0,19.6078,2.5429,1.2857,8.0,5.7619,0.75,0.4,0.75,0.6,0.75,0.4,0.0533,0.0347,0.0271,0.0349,11.0,71.8954,0.0,0.0,1.0,6.5359,1.0,6.5359,8.0,52.2876,1.0,6.5359
12860,191.0,114,596.8586,216.0,1,5.2356,5.0,26.178,5.0,0.0,38.2,21.414,13.6,7.526,1.9476,1.0321,4.6806,2.6855,7.3382,2.1599,4.6387,2.4814,0.4974,0.1885,0.1675,0.0942,0.0471,0.5969,0.7708,0.7222,0.75,0.9444,0.6667,0.6859,0.7257,0.6667,0.625,0.9444,0.6667,650.0945,0.053,86.5581,51.0174,1.058,5.0,26.178,8.0,41.8848,6.0,31.4136,1.0,5.2356,20.0,104.712,18.0,94.2408,21.0526,24.6575,95.0,497.3822,36.0,188.4817,5.0,26.178,0.122,18.0,94.2408,9.0,47.1204,32.0,167.5393,7.0,36.6492,13.0,68.0628,16.0,83.7696,0.0,0.0,3.0,15.7068,0.4286,11.0,57.5916,5.0,26.178,4.0,20.9424,3.0,15.7068,2.4,1.6545,1.1455,6.6,23.0,120.4188,5.0,36.0,7.2,6.4,11.0,287.9581,167.5393,0.0,0.0,2.0,10.4712,9.0,47.1204,4.2917,1.6,7.4,5.7429,0.5,0.4,0.5,0.4,0.5,0.4,0.0324,0.0241,0.0274,0.031,24.0,125.6545,10.0,52.356,5.0,26.178,0.0,0.0,9.0,47.1204,0.0,0.0
12861,185.0,116,627.027,209.0,1,5.4054,6.0,32.4324,6.0,0.0,30.8333,28.0679,11.5,10.8436,1.9189,1.0182,4.5628,2.5788,6.7246,2.3706,4.3989,2.4449,0.4541,0.1946,0.1405,0.0757,0.0432,0.627,0.8424,0.8889,0.7308,1.0,0.75,0.7351,0.7549,0.8889,0.5769,0.9286,0.625,821.8498,0.0476,97.2076,60.2549,0.3767,11.0,59.4595,2.0,10.8108,8.0,43.2432,1.0,5.4054,22.0,118.9189,22.0,118.9189,26.1905,30.9859,84.0,454.0541,36.0,194.5946,8.0,43.2432,0.1818,14.0,75.6757,8.0,43.2432,26.0,140.5405,2.0,10.8108,21.0,113.5135,20.0,108.1081,0.0,0.0,0.0,0.0,0.0,13.0,70.2703,11.0,59.4595,6.0,32.4324,2.0,10.8108,2.1667,1.3966,1.1379,5.6667,14.0,75.6757,4.0,29.0,4.8333,4.3333,9.6667,313.5135,140.5405,1.0,5.4054,0.0,0.0,3.0,16.2162,3.7297,2.3333,7.0952,6.5,0.4,0.2,0.4,0.3333,0.4,0.2,0.0119,0.0153,0.0247,0.0295,22.0,118.9189,5.0,27.027,2.0,10.8108,0.0,0.0,7.0,37.8378,8.0,43.2432
12862,218.0,130,596.3303,246.0,1,4.5872,4.0,18.3486,4.0,0.0,54.5,47.6681,22.5,21.0772,1.9495,1.0888,4.7009,2.9057,7.3444,2.3198,4.5187,2.7644,0.4128,0.2018,0.133,0.0505,0.0275,0.5963,0.9068,0.9318,0.8621,1.0,0.8333,0.6697,0.8925,0.9091,0.8276,1.0,0.8333,1013.3311,0.0502,77.4257,34.2775,0.3375,14.0,64.2202,8.0,36.6972,14.0,64.2202,0.0,0.0,36.0,165.1376,34.0,155.9633,40.0,41.4634,90.0,412.844,44.0,201.8349,16.0,73.3945,0.2667,11.0,50.4587,6.0,27.5229,29.0,133.0275,5.0,22.9358,10.0,45.8716,15.0,68.8073,0.0,0.0,3.0,13.7615,0.6,10.0,45.8716,1.0,4.5872,1.0,4.5872,9.0,41.2844,3.5,2.0746,1.4776,7.25,18.0,82.5688,7.0,32.0,8.0,7.25,16.75,307.3394,133.0275,2.0,9.1743,5.0,22.9358,5.0,22.9358,4.1111,2.4,7.5833,6.6897,0.3333,0.1667,0.3333,0.1667,0.3333,0.1667,0.0093,0.0066,0.0047,0.0066,15.0,68.8073,3.0,13.7615,2.0,9.1743,0.0,0.0,7.0,32.1101,3.0,13.7615
12863,221.0,124,561.086,241.0,1,4.5249,10.0,45.2489,10.0,0.0,22.1,11.6228,8.6,4.5869,1.8778,1.0544,4.4864,2.7625,6.9767,2.4636,4.4909,2.7094,0.4344,0.1629,0.1538,0.0452,0.0724,0.5611,0.7823,0.8056,0.8235,1.0,0.5,0.5611,0.7152,0.8056,0.6176,1.0,0.4375,745.3965,0.0573,82.5087,71.6283,1.352,13.0,58.8235,4.0,18.0995,7.0,31.6742,0.0,0.0,24.0,108.5973,20.0,90.4977,25.0,26.6667,96.0,434.3891,36.0,162.8959,19.0,85.9729,0.3455,10.0,45.2489,16.0,72.3982,34.0,153.8462,6.0,27.1493,19.0,85.9729,21.0,95.0226,0.0,0.0,3.0,13.5747,0.5,20.0,90.4977,3.0,13.5747,3.0,13.5747,17.0,76.9231,2.6,1.6,1.1857,5.8,19.0,85.9729,2.0,38.0,3.8,3.4,7.0,316.7421,153.8462,2.0,9.0498,0.0,0.0,7.0,31.6742,5.7021,3.6667,6.45,5.5862,0.1111,0.0667,0.5556,0.2222,0.1111,0.0667,0.0281,0.033,0.0193,0.0291,21.0,95.0226,1.0,4.5249,3.0,13.5747,1.0,4.5249,10.0,45.2489,6.0,27.1493
12864,152.0,107,703.9474,175.0,1,6.5789,7.0,46.0526,7.0,0.0,21.7143,21.9136,8.4286,9.256,1.9605,1.038,4.7237,2.6238,7.0678,2.2312,4.6447,2.548,0.4868,0.1711,0.1645,0.0921,0.0592,0.7039,0.847,0.9615,0.76,1.0,0.6667,0.7961,0.7871,0.9615,0.52,1.0,0.6667,1167.2863,0.037,124.7373,67.0598,3.4614,2.0,13.1579,2.0,13.1579,2.0,13.1579,0.0,0.0,6.0,39.4737,6.0,39.4737,8.1081,9.375,74.0,486.8421,26.0,171.0526,10.0,65.7895,0.2778,14.0,92.1053,9.0,59.2105,25.0,164.4737,9.0,59.2105,6.0,39.4737,16.0,105.2632,0.0,0.0,8.0,52.6316,0.8889,5.0,32.8947,4.0,26.3158,3.0,19.7368,1.0,6.5789,1.4286,1.9302,1.4651,5.5714,19.0,125.0,3.2857,29.0,4.1429,3.5714,6.1429,282.8947,164.4737,1.0,6.5789,2.0,13.1579,6.0,39.4737,3.0,1.7143,8.5,6.4348,0.0,0.0476,0.0,0.0952,0.0,0.0476,0.0093,0.0207,0.0106,0.0213,12.0,78.9474,4.0,26.3158,2.0,13.1579,0.0,0.0,4.0,26.3158,2.0,13.1579
12865,53.0,45,849.0566,63.0,1,18.8679,3.0,56.6038,3.0,0.0,17.6667,11.1455,7.6667,5.3125,1.7925,0.8547,4.3654,2.4497,6.3478,1.9915,4.3077,2.3249,0.4151,0.2264,0.1509,0.0189,0.0189,0.8491,1.0,1.0,1.0,1.0,1.0,0.8302,0.9792,0.9167,1.0,1.0,1.0,1551.8483,0.026,108.16,81.2728,1.8733,2.0,37.7358,0.0,0.0,3.0,56.6038,0.0,0.0,5.0,94.3396,5.0,94.3396,22.7273,22.7273,22.0,415.0943,12.0,226.4151,5.0,94.3396,0.2941,1.0,18.8679,1.0,18.8679,8.0,150.9434,2.0,37.7358,3.0,56.6038,4.0,75.4717,0.0,0.0,0.0,0.0,0.0,4.0,75.4717,3.0,56.6038,3.0,56.6038,1.0,18.8679,3.0,1.3333,0.9524,5.6667,6.0,113.2075,3.3333,13.0,4.3333,2.6667,7.0,396.2264,150.9434,0.0,0.0,0.0,0.0,2.0,37.7358,5.5,2.3333,7.0,5.7273,0.0,0.0,0.5,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,7.0,132.0755,1.0,18.8679,2.0,37.7358,1.0,18.8679,3.0,56.6038,0.0,0.0
12866,158.0,103,651.8987,178.0,2,12.6582,4.0,25.3165,2.0,1.0,39.5,21.2662,12.75,7.293,1.8734,1.0776,4.2323,2.5497,6.8824,2.0736,4.2323,2.4778,0.4304,0.1835,0.1519,0.0506,0.0443,0.6519,0.9009,0.931,0.9583,1.0,0.7143,0.7089,0.8488,0.931,0.75,1.0,0.7143,1029.3713,0.0459,88.5408,54.1449,1.605,6.0,37.9747,1.0,6.3291,4.0,25.3165,0.0,0.0,11.0,69.6203,11.0,69.6203,16.1765,17.4603,68.0,430.3797,29.0,183.5443,1.0,6.3291,0.0333,8.0,50.6329,7.0,44.3038,24.0,151.8987,5.0,31.6456,15.0,94.9367,13.0,82.2785,0.0,0.0,3.0,18.9873,0.6,16.0,101.2658,6.0,37.9747,6.0,37.9747,2.0,12.6582,5.25,1.5319,1.1702,6.25,17.0,107.5949,5.0,24.0,6.0,6.0,11.75,297.4684,151.8987,3.0,18.9873,1.0,6.3291,3.0,18.9873,3.7812,1.75,8.0,6.8095,0.0,0.0,1.0,0.8333,0.0,0.1667,0.0148,0.021,0.0123,0.0179,16.0,101.2658,9.0,56.962,1.0,6.3291,1.0,6.3291,4.0,25.3165,1.0,6.3291
12867,88.0,60,681.8182,104.0,1,11.3636,6.0,68.1818,6.0,0.0,14.6667,9.6032,7.0,4.0825,1.8295,1.036,4.4419,2.8473,6.0,2.9032,4.2907,2.8031,0.4432,0.2045,0.1591,0.0682,0.0114,0.6818,0.8809,0.8333,0.8571,0.8333,1.0,0.6818,0.8631,0.8333,0.7857,0.8333,1.0,972.2413,0.0526,80.3611,82.1073,2.6133,3.0,34.0909,3.0,34.0909,5.0,56.8182,1.0,11.3636,12.0,136.3636,7.0,79.5455,30.7692,22.5806,39.0,443.1818,18.0,204.5455,6.0,68.1818,0.25,6.0,68.1818,1.0,11.3636,14.0,159.0909,0.0,0.0,12.0,136.3636,12.0,136.3636,0.0,0.0,0.0,0.0,0.0,11.0,125.0,8.0,90.9091,7.0,79.5455,2.0,22.7273,3.8333,1.5556,1.2593,4.5,5.0,56.8182,2.6667,18.0,3.0,2.3333,4.5,306.8182,159.0909,0.0,0.0,0.0,0.0,2.0,22.7273,4.75,2.0,7.5385,6.8,0.2,0.1333,0.6,0.4,0.4,0.2667,0.0518,0.0464,0.0308,0.0411,11.0,125.0,1.0,11.3636,1.0,11.3636,0.0,0.0,7.0,79.5455,2.0,22.7273
12868,77.0,43,558.4416,90.0,1,12.987,3.0,38.961,3.0,0.0,25.6667,24.2808,11.6667,12.2565,1.9091,0.9559,4.4868,2.3924,6.2857,2.0081,4.3158,2.2896,0.4805,0.2727,0.1299,0.0519,0.026,0.5584,0.7422,0.619,0.6,0.75,1.0,0.7013,0.7304,0.5714,0.6,0.75,1.0,506.9944,0.0948,30.7534,66.1145,2.71,1.0,12.987,1.0,12.987,1.0,12.987,0.0,0.0,3.0,38.961,3.0,38.961,8.1081,12.5,37.0,480.5195,21.0,272.7273,4.0,51.9481,0.16,4.0,51.9481,2.0,25.974,10.0,129.8701,1.0,12.987,6.0,77.9221,10.0,129.8701,0.0,0.0,1.0,12.987,1.0,13.0,168.8312,7.0,90.9091,7.0,90.9091,6.0,77.9221,3.3333,1.3,1.1667,5.0,6.0,77.9221,4.3333,13.0,4.3333,3.3333,10.0,389.6104,129.8701,0.0,0.0,0.0,0.0,0.0,0.0,3.5909,0.0,8.5882,8.1111,1.0,1.0,1.0,1.0,1.0,1.0,0.0767,0.0142,0.0882,0.0199,6.0,77.9221,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.9481,2.0,25.974
12869,62.0,49,790.3226,68.0,1,16.129,3.0,48.3871,3.0,0.0,20.6667,19.362,8.6667,6.549,1.871,0.7722,4.2295,2.0437,5.8077,1.2716,4.1803,1.9877,0.4516,0.1774,0.1774,0.0645,0.0323,0.7903,0.9546,0.8182,1.0,1.0,1.0,0.8065,0.8864,0.8182,0.7273,1.0,1.0,1254.6742,0.0358,89.6933,73.5019,2.5833,0.0,0.0,0.0,0.0,2.0,32.2581,0.0,0.0,2.0,32.2581,2.0,32.2581,7.1429,7.6923,28.0,451.6129,11.0,177.4194,6.0,96.7742,0.3529,4.0,64.5161,2.0,32.2581,11.0,177.4194,0.0,0.0,11.0,177.4194,10.0,161.2903,0.0,0.0,0.0,0.0,0.0,3.0,48.3871,1.0,16.129,1.0,16.129,0.0,0.0,1.3333,0.8696,0.8261,4.6667,6.0,96.7742,2.0,17.0,5.6667,3.6667,7.6667,370.9677,177.4194,0.0,0.0,0.0,0.0,0.0,0.0,4.1333,0.0,8.0,6.4,0.5,0.3333,0.5,0.3333,0.5,0.3333,0.0179,0.0179,0.0119,0.0168,9.0,145.1613,1.0,16.129,0.0,0.0,0.0,0.0,6.0,96.7742,2.0,32.2581
12870,341.0,175,513.1965,374.0,1,2.9326,11.0,32.2581,11.0,0.0,31.0,22.5832,14.2727,10.7457,2.2757,1.4552,5.3871,3.5597,8.4968,2.6795,5.2786,3.4686,0.39,0.2023,0.085,0.0733,0.0293,0.5132,0.817,0.7971,0.931,0.84,0.7,0.5894,0.7862,0.7826,0.8621,0.8,0.7,904.5551,0.0576,66.6734,38.6804,1.1191,22.0,64.5161,13.0,38.1232,8.0,23.4604,0.0,0.0,43.0,126.0997,38.0,111.437,32.3308,34.5455,133.0,390.0293,69.0,202.346,46.0,134.8974,0.4,25.0,73.3138,10.0,29.3255,29.0,85.044,5.0,14.6628,17.0,49.8534,16.0,46.9208,0.0,0.0,2.0,5.8651,0.4,22.0,64.5161,13.0,38.1232,12.0,35.1906,6.0,17.5953,2.5455,2.8067,1.479,6.7273,16.0,46.9208,3.0,37.0,3.3636,2.6364,10.8182,348.9736,85.044,1.0,2.9326,0.0,0.0,7.0,20.5279,4.4,2.5,8.6286,7.2667,0.1,0.1455,0.2,0.2909,0.1,0.1455,0.0106,0.0181,0.0129,0.0353,21.0,61.5836,10.0,29.3255,1.0,2.9326,0.0,0.0,8.0,23.4604,2.0,5.8651
12871,74.0,54,729.7297,85.0,1,13.5135,3.0,40.5405,3.0,0.0,24.6667,15.3695,10.3333,6.7987,1.8243,1.0048,4.3151,2.5096,6.5484,2.061,4.3014,2.4025,0.473,0.2297,0.1622,0.0135,0.0676,0.7297,0.8642,0.8235,0.8333,1.0,0.8,0.7703,0.8142,0.8235,0.8333,1.0,0.6,917.6228,0.0456,80.6989,72.2205,1.5,8.0,108.1081,0.0,0.0,8.0,108.1081,0.0,0.0,16.0,216.2162,14.0,189.1892,45.7143,48.2759,35.0,472.973,17.0,229.7297,5.0,67.5676,0.2273,1.0,13.5135,5.0,67.5676,12.0,162.1622,2.0,27.027,7.0,94.5946,10.0,135.1351,0.0,0.0,0.0,0.0,0.0,7.0,94.5946,4.0,54.0541,3.0,40.5405,3.0,40.5405,1.6667,1.08,0.88,6.0,7.0,94.5946,3.6667,14.0,4.6667,4.0,8.3333,337.8378,162.1622,2.0,27.027,0.0,0.0,0.0,0.0,2.7778,0.0,8.1111,6.0833,0.5,0.3333,0.5,0.3333,0.5,0.3333,0.0469,0.0469,0.0479,0.0383,6.0,81.0811,0.0,0.0,1.0,13.5135,0.0,0.0,3.0,40.5405,2.0,27.027
12872,28.0,26,928.5714,32.0,1,35.7143,1.0,35.7143,1.0,0.0,28.0,0.0,12.0,0.0,2.0,1.165,4.7143,2.9014,7.0,2.4495,4.8214,2.8417,0.5714,0.2143,0.1786,0.1429,0.0357,0.9286,1.0,1.0,1.0,1.0,1.0,0.9643,0.95,1.0,0.8,1.0,1.0,1881.3054,0.0161,109.76,58.28,0.0,3.0,107.1429,1.0,35.7143,0.0,0.0,0.0,0.0,4.0,142.8571,4.0,142.8571,25.0,25.0,16.0,571.4286,6.0,214.2857,1.0,35.7143,0.1429,4.0,142.8571,1.0,35.7143,5.0,178.5714,1.0,35.7143,3.0,107.1429,3.0,107.1429,0.0,0.0,1.0,35.7143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.4286,1.2857,5.0,3.0,107.1429,4.0,5.0,5.0,5.0,7.0,250.0,178.5714,0.0,0.0,0.0,0.0,1.0,35.7143,2.8571,2.0,6.6667,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.7143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.7143,0.0,0.0
12873,78.0,52,666.6667,93.0,1,12.8205,5.0,64.1026,5.0,0.0,15.6,12.753,7.2,6.0133,2.0385,1.0057,4.9324,2.6269,6.6667,2.1344,4.9865,2.5706,0.6026,0.2179,0.2308,0.1026,0.0513,0.6667,0.7059,0.8235,0.5,1.0,0.5,0.8333,0.6781,0.8235,0.3889,1.0,0.5,983.8892,0.0598,71.543,68.6203,1.506,4.0,51.2821,4.0,51.2821,0.0,0.0,0.0,0.0,8.0,102.5641,8.0,102.5641,17.0213,24.2424,47.0,602.5641,17.0,217.9487,8.0,102.5641,0.32,8.0,102.5641,4.0,51.2821,18.0,230.7692,0.0,0.0,16.0,205.1282,16.0,205.1282,0.0,0.0,0.0,0.0,0.0,7.0,89.7436,5.0,64.1026,4.0,51.2821,2.0,25.641,2.4,0.8846,0.8846,3.8,11.0,141.0256,3.0,20.0,4.0,3.6,5.2,333.3333,230.7692,0.0,0.0,0.0,0.0,2.0,25.641,3.5,1.3333,7.8,6.3077,0.5,0.3,0.5,0.3,0.5,0.3,0.0596,0.0602,0.0372,0.0571,6.0,76.9231,0.0,0.0,3.0,38.4615,0.0,0.0,3.0,38.4615,0.0,0.0
